tile,assignment_id,Class,dataset,rscore,rscore2,Rscore,x,y,farea,fprop,cntry,year,label_group,usage,label,image
GH0009565,,,v1.3.0,,,,-2.2135,10.9275,,0.159976881,GH,2018,3,train,3cl/v1-3/labels/GH0009565_2018-12.tif,3cl/v1-3/images/GH0009565_2018-12.tif
GH0009804,,,v1.3.0,,,,-1.0185,10.9275,,0.099808673,GH,2018,3,train,3cl/v1-3/labels/GH0009804_2018-12.tif,3cl/v1-3/images/GH0009804_2018-12.tif
GH0010077,,,v1.3.0,,,,-2.4385,10.9225,,0.23961655,GH,2018,3,train,3cl/v1-3/labels/GH0010077_2018-12.tif,3cl/v1-3/images/GH0010077_2018-12.tif
GH0010187,,,v1.3.0,,,,-1.8885,10.9225,,0,GH,2018,3,train,3cl/v1-3/labels/GH0010187_2018-12.tif,3cl/v1-3/images/GH0010187_2018-12.tif
GH0010393,,,v1.3.0,3,1,,-0.8585,10.9225,,0.207908163,GH,2018,3,train,3cl/v1-3/labels/GH0010393_2018-12.tif,3cl/v1-3/images/GH0010393_2018-12.tif
GH0010399,,,v1.3.0,,,,-0.8285,10.9225,,0.493343431,GH,2018,3,train,3cl/v1-3/labels/GH0010399_2018-12.tif,3cl/v1-3/images/GH0010399_2018-12.tif
GH0010425,,,v1.3.0,,,,-0.6985,10.9225,,0.341258769,GH,2018,3,train,3cl/v1-3/labels/GH0010425_2018-12.tif,3cl/v1-3/images/GH0010425_2018-12.tif
GH0010633,,,v1.3.0,,,,-2.4485,10.9175,,0.162388393,GH,2018,3,train,3cl/v1-3/labels/GH0010633_2018-12.tif,3cl/v1-3/images/GH0010633_2018-12.tif
GH0010676,,,v1.3.0,,,,-2.2335,10.9175,,0.114935427,GH,2018,3,train,3cl/v1-3/labels/GH0010676_2018-12.tif,3cl/v1-3/images/GH0010676_2018-12.tif
GH0010686,,,v1.3.0,,,,-2.1835,10.9175,,0.154456314,GH,2018,3,train,3cl/v1-3/labels/GH0010686_2018-12.tif,3cl/v1-3/images/GH0010686_2018-12.tif
GH0011725,,,v1.3.0,,,,-2.5735,10.9075,,0.078942124,GH,2018,3,train,3cl/v1-3/labels/GH0011725_2018-12.tif,3cl/v1-3/images/GH0011725_2018-12.tif
GH0011881,,,v1.3.0,3,1,,-1.7935,10.9075,,0.139190051,GH,2018,3,train,3cl/v1-3/labels/GH0011881_2018-12.tif,3cl/v1-3/images/GH0011881_2018-12.tif
GH0012367,,,v1.3.0,,,,-2.1685,10.9025,,0.203384088,GH,2018,3,train,3cl/v1-3/labels/GH0012367_2018-12.tif,3cl/v1-3/images/GH0012367_2018-12.tif
GH0012850,,,v1.3.0,,,,-2.5685,10.8975,,0.280373087,GH,2018,3,train,3cl/v1-3/labels/GH0012850_2018-12.tif,3cl/v1-3/images/GH0012850_2018-12.tif
GH0012922,,,v1.3.0,,,,-2.2085,10.8975,,0.696807239,GH,2018,3,train,3cl/v1-3/labels/GH0012922_2018-12.tif,3cl/v1-3/images/GH0012922_2018-12.tif
GH0013254,,,v1.3.0,,,,-0.5485,10.8975,,0.484793527,GH,2018,3,train,3cl/v1-3/labels/GH0013254_2018-12.tif,3cl/v1-3/images/GH0013254_2018-12.tif
GH0013748,,,v1.3.0,,,,-0.8935,10.8925,,0.04944595,GH,2018,3,train,3cl/v1-3/labels/GH0013748_2018-12.tif,3cl/v1-3/images/GH0013748_2018-12.tif
GH0013934,,,v1.3.0,,,,-2.7885,10.8875,,0.10943479,GH,2018,3,train,3cl/v1-3/labels/GH0013934_2018-12.tif,3cl/v1-3/images/GH0013934_2018-12.tif
GH0014242,,,v1.3.0,3,1,,-1.2485,10.8875,,0.373764349,GH,2018,3,train,3cl/v1-3/labels/GH0014242_2018-12.tif,3cl/v1-3/images/GH0014242_2018-12.tif
GH0014381,,,v1.3.0,,,,-0.5535,10.8875,,0.180484694,GH,2018,3,train,3cl/v1-3/labels/GH0014381_2018-12.tif,3cl/v1-3/images/GH0014381_2018-12.tif
GH0014502,,,v1.3.0,,,,-2.7885,10.8825,,0.069515306,GH,2018,3,train,3cl/v1-3/labels/GH0014502_2018-12.tif,3cl/v1-3/images/GH0014502_2018-12.tif
GH0014528,,,v1.3.0,3,1,,-2.6585,10.8825,,0.342613999,GH,2018,3,train,3cl/v1-3/labels/GH0014528_2018-12.tif,3cl/v1-3/images/GH0014528_2018-12.tif
GH0014832,,,v1.3.0,,,,-1.1385,10.8825,,0.033541932,GH,2018,3,train,3cl/v1-3/labels/GH0014832_2018-12.tif,3cl/v1-3/images/GH0014832_2018-12.tif
GH0014883,,,v1.3.0,,,,-0.8835,10.8825,,0.165577168,GH,2018,3,train,3cl/v1-3/labels/GH0014883_2018-12.tif,3cl/v1-3/images/GH0014883_2018-12.tif
GH0015133,,,v1.3.0,,,,-2.4735,10.8775,,0.227040816,GH,2018,3,train,3cl/v1-3/labels/GH0015133_2018-12.tif,3cl/v1-3/images/GH0015133_2018-12.tif
GH0015405,,,v1.3.0,,,,-1.1135,10.8775,,0.026446907,GH,2018,3,train,3cl/v1-3/labels/GH0015405_2018-12.tif,3cl/v1-3/images/GH0015405_2018-12.tif
GH0015437,,,v1.3.0,,,,-0.9535,10.8775,,0.012715242,GH,2018,3,train,3cl/v1-3/labels/GH0015437_2018-12.tif,3cl/v1-3/images/GH0015437_2018-12.tif
GH0015616,,,v1.3.0,,,,-0.0585,10.8775,,0.176319356,GH,2018,3,train,3cl/v1-3/labels/GH0015616_2018-12.tif,3cl/v1-3/images/GH0015616_2018-12.tif
GH0016202,,,v1.3.0,,,,-2.8035,10.8675,,0.115991709,GH,2018,3,train,3cl/v1-3/labels/GH0016202_2018-12.tif,3cl/v1-3/images/GH0016202_2018-12.tif
GH0016560,,,v1.3.0,,,,-1.0135,10.8675,,0.009426818,GH,2018,3,train,3cl/v1-3/labels/GH0016560_2018-12.tif,3cl/v1-3/images/GH0016560_2018-12.tif
GH0016563,,,v1.3.0,,,,-0.9985,10.8675,,0.176917251,GH,2018,3,train,3cl/v1-3/labels/GH0016563_2018-12.tif,3cl/v1-3/images/GH0016563_2018-12.tif
GH0016571,,,v1.3.0,,,,-0.9585,10.8675,,0.032226563,GH,2018,3,train,3cl/v1-3/labels/GH0016571_2018-12.tif,3cl/v1-3/images/GH0016571_2018-12.tif
GH0016730,,,v1.3.0,3,1,,-0.1635,10.8675,,0.104452328,GH,2018,3,train,3cl/v1-3/labels/GH0016730_2018-12.tif,3cl/v1-3/images/GH0016730_2018-12.tif
GH0016751,,,v1.3.0,3,1,,-0.0585,10.8675,,0.178252551,GH,2018,3,train,3cl/v1-3/labels/GH0016751_2018-12.tif,3cl/v1-3/images/GH0016751_2018-12.tif
GH0016914,,,v1.3.0,,,,-2.0785,10.8625,,0.30600287,GH,2018,3,train,3cl/v1-3/labels/GH0016914_2018-12.tif,3cl/v1-3/images/GH0016914_2018-12.tif
GH0016920,,,v1.3.0,3,1,,-2.0485,10.8625,,0.183055644,GH,2018,3,train,3cl/v1-3/labels/GH0016920_2018-12.tif,3cl/v1-3/images/GH0016920_2018-12.tif
GH0016922,,,v1.3.0,,,,-2.0385,10.8625,,0.394630899,GH,2018,3,train,3cl/v1-3/labels/GH0016922_2018-12.tif,3cl/v1-3/images/GH0016922_2018-12.tif
GH0017143,,,v1.3.0,,,,-0.9335,10.8625,,0.138153699,GH,2018,3,train,3cl/v1-3/labels/GH0017143_2018-12.tif,3cl/v1-3/images/GH0017143_2018-12.tif
GH0017365,,,v1.3.0,3,1,,-2.6585,10.8575,,0.129763233,GH,2018,3,train,3cl/v1-3/labels/GH0017365_2018-12.tif,3cl/v1-3/images/GH0017365_2018-12.tif
GH0017378,,,v1.3.0,3,1,,-2.5935,10.8575,,0.072504783,GH,2018,3,train,3cl/v1-3/labels/GH0017378_2018-12.tif,3cl/v1-3/images/GH0017378_2018-12.tif
GH0017651,,,v1.3.0,3,1,,-1.2285,10.8575,,0.575793208,GH,2018,3,train,3cl/v1-3/labels/GH0017651_2018-12.tif,3cl/v1-3/images/GH0017651_2018-12.tif
GH0017726,,,v1.3.0,,,,-0.8535,10.8575,,0.146743463,GH,2018,3,train,3cl/v1-3/labels/GH0017726_2018-12.tif,3cl/v1-3/images/GH0017726_2018-12.tif
GH0017875,,,v1.3.0,3,1,,-0.1085,10.8575,,0.153479751,GH,2018,3,train,3cl/v1-3/labels/GH0017875_2018-12.tif,3cl/v1-3/images/GH0017875_2018-12.tif
GH0017988,,,v1.3.0,,,,-2.3785,10.8525,,0.151885364,GH,2018,3,train,3cl/v1-3/labels/GH0017988_2018-12.tif,3cl/v1-3/images/GH0017988_2018-12.tif
GH0018217,,,v1.3.0,,,,-1.2335,10.8525,,0.030074139,GH,2018,3,train,3cl/v1-3/labels/GH0018217_2018-12.tif,3cl/v1-3/images/GH0018217_2018-12.tif
GH0018268,,,v1.3.0,,,,-0.9785,10.8525,,0.020428093,GH,2018,3,train,3cl/v1-3/labels/GH0018268_2018-12.tif,3cl/v1-3/images/GH0018268_2018-12.tif
GH0018801,,,v1.3.0,,,,-1.1535,10.8475,,0.070890466,GH,2018,3,train,3cl/v1-3/labels/GH0018801_2018-12.tif,3cl/v1-3/images/GH0018801_2018-12.tif
GH0019152,,,v1.3.0,,,,-2.2385,10.8425,,0,GH,2018,3,train,3cl/v1-3/labels/GH0019152_2018-12.tif,3cl/v1-3/images/GH0019152_2018-12.tif
GH0019624,,,v1.3.0,,,,-2.7235,10.8375,,0.726203763,GH,2018,3,train,3cl/v1-3/labels/GH0019624_2018-12.tif,3cl/v1-3/images/GH0019624_2018-12.tif
GH0019691,,,v1.3.0,,,,-2.3885,10.8375,,0.038922991,GH,2018,3,train,3cl/v1-3/labels/GH0019691_2018-12.tif,3cl/v1-3/images/GH0019691_2018-12.tif
GH0019935,,,v1.3.0,,,,-1.1685,10.8375,,0.229472258,GH,2018,3,train,3cl/v1-3/labels/GH0019935_2018-12.tif,3cl/v1-3/images/GH0019935_2018-12.tif
GH0019937,,,v1.3.0,,,,-1.1585,10.8375,,0.119220344,GH,2018,3,train,3cl/v1-3/labels/GH0019937_2018-12.tif,3cl/v1-3/images/GH0019937_2018-12.tif
GH0019995,,,v1.3.0,,,,-0.8685,10.8375,,0.116988202,GH,2018,3,train,3cl/v1-3/labels/GH0019995_2018-12.tif,3cl/v1-3/images/GH0019995_2018-12.tif
GH0020039,,,v1.3.0,3,1,,-0.6485,10.8375,,0.045400191,GH,2018,3,train,3cl/v1-3/labels/GH0020039_2018-12.tif,3cl/v1-3/images/GH0020039_2018-12.tif
GH0020151,,,v1.3.0,,,,-0.0885,10.8375,,0.149673151,GH,2018,3,train,3cl/v1-3/labels/GH0020151_2018-12.tif,3cl/v1-3/images/GH0020151_2018-12.tif
GH0020211,,,v1.3.0,,,,-2.6335,10.8325,,0.360849809,GH,2018,3,train,3cl/v1-3/labels/GH0020211_2018-12.tif,3cl/v1-3/images/GH0020211_2018-12.tif
GH0020504,,,v1.3.0,,,,-1.1685,10.8325,,0.621691645,GH,2018,3,train,3cl/v1-3/labels/GH0020504_2018-12.tif,3cl/v1-3/images/GH0020504_2018-12.tif
GH0020546,,,v1.3.0,,,,-0.9585,10.8325,,0.214724171,GH,2018,3,train,3cl/v1-3/labels/GH0020546_2018-12.tif,3cl/v1-3/images/GH0020546_2018-12.tif
GH0021131,,,v1.3.0,,,,-0.8885,10.8275,,0.13675861,GH,2018,3,train,3cl/v1-3/labels/GH0021131_2018-12.tif,3cl/v1-3/images/GH0021131_2018-12.tif
GH0021496,,,v1.3.0,,,,-1.9185,10.8225,,0.055265466,GH,2018,3,train,3cl/v1-3/labels/GH0021496_2018-12.tif,3cl/v1-3/images/GH0021496_2018-12.tif
GH0021600,,,v1.3.0,3,1,,-1.3985,10.8225,,0.27738361,GH,2018,3,train,3cl/v1-3/labels/GH0021600_2018-12.tif,3cl/v1-3/images/GH0021600_2018-12.tif
GH0021715,,,v1.3.0,,,,-0.8235,10.8225,,0.115433673,GH,2018,3,train,3cl/v1-3/labels/GH0021715_2018-12.tif,3cl/v1-3/images/GH0021715_2018-12.tif
GH0021775,,,v1.3.0,3,1,,-0.5235,10.8225,,0.205018335,GH,2018,3,train,3cl/v1-3/labels/GH0021775_2018-12.tif,3cl/v1-3/images/GH0021775_2018-12.tif
GH0021910,,,v1.3.0,,,,-2.7035,10.8175,,0.185307717,GH,2018,3,train,3cl/v1-3/labels/GH0021910_2018-12.tif,3cl/v1-3/images/GH0021910_2018-12.tif
GH0022221,,,v1.3.0,,,,-1.1485,10.8175,,0.127491231,GH,2018,3,train,3cl/v1-3/labels/GH0022221_2018-12.tif,3cl/v1-3/images/GH0022221_2018-12.tif
GH0022251,,,v1.3.0,,,,-0.9985,10.8175,,0.195073342,GH,2018,3,train,3cl/v1-3/labels/GH0022251_2018-12.tif,3cl/v1-3/images/GH0022251_2018-12.tif
GH0022545,,,v1.3.0,,,,-2.3835,10.8125,,0.195172991,GH,2018,3,train,3cl/v1-3/labels/GH0022545_2018-12.tif,3cl/v1-3/images/GH0022545_2018-12.tif
GH0022783,,,v1.3.0,,,,-1.1935,10.8125,,0.379025829,GH,2018,3,train,3cl/v1-3/labels/GH0022783_2018-12.tif,3cl/v1-3/images/GH0022783_2018-12.tif
GH0022981,,,v1.3.0,3,1,,-0.2035,10.8125,,0.252869898,GH,2018,3,train,3cl/v1-3/labels/GH0022981_2018-12.tif,3cl/v1-3/images/GH0022981_2018-12.tif
GH0022999,,,v1.3.0,,,,-0.1135,10.8125,,0.545340402,GH,2018,3,train,3cl/v1-3/labels/GH0022999_2018-12.tif,3cl/v1-3/images/GH0022999_2018-12.tif
GH0023188,,,v1.3.0,,,,-2.0185,10.8075,,0.160495057,GH,2018,3,train,3cl/v1-3/labels/GH0023188_2018-12.tif,3cl/v1-3/images/GH0023188_2018-12.tif
GH0024157,,,v1.3.0,,,,-2.8635,10.7975,,0.178132972,GH,2018,3,train,3cl/v1-3/labels/GH0024157_2018-12.tif,3cl/v1-3/images/GH0024157_2018-12.tif
GH0024581,,,v1.3.0,,,,-0.7435,10.7975,,0.021105708,GH,2018,3,train,3cl/v1-3/labels/GH0024581_2018-12.tif,3cl/v1-3/images/GH0024581_2018-12.tif
GH0024641,,,v1.3.0,3,1,,-0.4435,10.7975,,0,GH,2018,3,train,3cl/v1-3/labels/GH0024641_2018-12.tif,3cl/v1-3/images/GH0024641_2018-12.tif
GH0024843,,,v1.3.0,,,,-2.2735,10.7925,,0.016561703,GH,2018,3,train,3cl/v1-3/labels/GH0024843_2018-12.tif,3cl/v1-3/images/GH0024843_2018-12.tif
GH0024850,,,v1.3.0,,,,-2.2385,10.7925,,0.103475765,GH,2018,3,train,3cl/v1-3/labels/GH0024850_2018-12.tif,3cl/v1-3/images/GH0024850_2018-12.tif
GH0024927,,,v1.3.0,,,,-1.8535,10.7925,,0.72259646,GH,2018,3,train,3cl/v1-3/labels/GH0024927_2018-12.tif,3cl/v1-3/images/GH0024927_2018-12.tif
GH0025060,,,v1.3.0,,,,-1.1885,10.7925,,0.291493941,GH,2018,3,train,3cl/v1-3/labels/GH0025060_2018-12.tif,3cl/v1-3/images/GH0025060_2018-12.tif
GH0025118,,,v1.3.0,,,,-0.8985,10.7925,,0.113420759,GH,2018,3,train,3cl/v1-3/labels/GH0025118_2018-12.tif,3cl/v1-3/images/GH0025118_2018-12.tif
GH0025416,,,v1.3.0,,,,-2.2485,10.7875,,0.085738202,GH,2018,3,train,3cl/v1-3/labels/GH0025416_2018-12.tif,3cl/v1-3/images/GH0025416_2018-12.tif
GH0025421,,,v1.3.0,3,1,,-2.2235,10.7875,,0.381716358,GH,2018,3,train,3cl/v1-3/labels/GH0025421_2018-12.tif,3cl/v1-3/images/GH0025421_2018-12.tif
GH0025422,,,v1.3.0,,,,-2.2185,10.7875,,0.794722577,GH,2018,3,train,3cl/v1-3/labels/GH0025422_2018-12.tif,3cl/v1-3/images/GH0025422_2018-12.tif
GH0025713,,,v1.3.0,,,,-0.7635,10.7875,,0.224170918,GH,2018,3,train,3cl/v1-3/labels/GH0025713_2018-12.tif,3cl/v1-3/images/GH0025713_2018-12.tif
GH0025983,,,v1.3.0,3,1,,-2.2535,10.7825,,0.146922832,GH,2018,3,train,3cl/v1-3/labels/GH0025983_2018-12.tif,3cl/v1-3/images/GH0025983_2018-12.tif
GH0026300,,,v1.3.0,,,,-0.6685,10.7825,,0.177395568,GH,2018,3,train,3cl/v1-3/labels/GH0026300_2018-12.tif,3cl/v1-3/images/GH0026300_2018-12.tif
GH0026355,,,v1.3.0,3,1,,-0.3935,10.7825,,0.212970344,GH,2018,3,train,3cl/v1-3/labels/GH0026355_2018-12.tif,3cl/v1-3/images/GH0026355_2018-12.tif
GH0026506,,,v1.3.0,3,1,,-2.4685,10.7775,,0.18227838,GH,2018,3,train,3cl/v1-3/labels/GH0026506_2018-12.tif,3cl/v1-3/images/GH0026506_2018-12.tif
GH0026570,,,v1.3.0,,,,-2.1485,10.7775,,0.463269292,GH,2018,3,train,3cl/v1-3/labels/GH0026570_2018-12.tif,3cl/v1-3/images/GH0026570_2018-12.tif
GH0026601,,,v1.3.0,,,,-1.9935,10.7775,,0.108617666,GH,2018,3,train,3cl/v1-3/labels/GH0026601_2018-12.tif,3cl/v1-3/images/GH0026601_2018-12.tif
GH0027212,,,v1.3.0,3,1,,-1.7735,10.7725,,0.272301499,GH,2018,3,train,3cl/v1-3/labels/GH0027212_2018-12.tif,3cl/v1-3/images/GH0027212_2018-12.tif
GH0027333,,,v1.3.0,,,,-1.1685,10.7725,,0.33848852,GH,2018,3,train,3cl/v1-3/labels/GH0027333_2018-12.tif,3cl/v1-3/images/GH0027333_2018-12.tif
GH0027381,,,v1.3.0,,,,-0.9285,10.7725,,0.085758131,GH,2018,3,train,3cl/v1-3/labels/GH0027381_2018-12.tif,3cl/v1-3/images/GH0027381_2018-12.tif
GH0027824,,,v1.3.0,,,,-1.5435,10.7675,,0.143674267,GH,2018,3,train,3cl/v1-3/labels/GH0027824_2018-12.tif,3cl/v1-3/images/GH0027824_2018-12.tif
GH0027879,,,v1.3.0,,,,-1.2685,10.7675,,0.165617028,GH,2018,3,train,3cl/v1-3/labels/GH0027879_2018-12.tif,3cl/v1-3/images/GH0027879_2018-12.tif
GH0028445,,,v1.3.0,,,,-1.2685,10.7625,,0.301717953,GH,2018,3,train,3cl/v1-3/labels/GH0028445_2018-12.tif,3cl/v1-3/images/GH0028445_2018-12.tif
GH0028548,,,v1.3.0,,,,-0.7535,10.7625,,0.124202806,GH,2018,3,train,3cl/v1-3/labels/GH0028548_2018-12.tif,3cl/v1-3/images/GH0028548_2018-12.tif
GH0028650,,,v1.3.0,,,,-0.2435,10.7625,,0.190788425,GH,2018,3,train,3cl/v1-3/labels/GH0028650_2018-12.tif,3cl/v1-3/images/GH0028650_2018-12.tif
GH0028678,,,v1.3.0,,,,-0.1035,10.7625,,0.103415976,GH,2018,3,train,3cl/v1-3/labels/GH0028678_2018-12.tif,3cl/v1-3/images/GH0028678_2018-12.tif
GH0029084,,,v1.3.0,,,,-0.9035,10.7575,,0.126913265,GH,2018,3,train,3cl/v1-3/labels/GH0029084_2018-12.tif,3cl/v1-3/images/GH0029084_2018-12.tif
GH0029094,,,v1.3.0,,,,-0.8535,10.7575,,0.088667889,GH,2018,3,train,3cl/v1-3/labels/GH0029094_2018-12.tif,3cl/v1-3/images/GH0029094_2018-12.tif
GH0029225,,,v1.3.0,,,,-0.1985,10.7575,,0.264708227,GH,2018,3,train,3cl/v1-3/labels/GH0029225_2018-12.tif,3cl/v1-3/images/GH0029225_2018-12.tif
GH0029320,,,v1.3.0,3,1,,-2.5585,10.7525,,0.040298151,GH,2018,3,train,3cl/v1-3/labels/GH0029320_2018-12.tif,3cl/v1-3/images/GH0029320_2018-12.tif
GH0029448,,,v1.3.0,,,,-1.9185,10.7525,,0.012834821,GH,2018,3,train,3cl/v1-3/labels/GH0029448_2018-12.tif,3cl/v1-3/images/GH0029448_2018-12.tif
GH0029672,,,v1.3.0,,,,-0.7985,10.7525,,0.220224809,GH,2018,3,train,3cl/v1-3/labels/GH0029672_2018-12.tif,3cl/v1-3/images/GH0029672_2018-12.tif
GH0029679,,,v1.3.0,,,,-0.7635,10.7525,,0.06244021,GH,2018,3,train,3cl/v1-3/labels/GH0029679_2018-12.tif,3cl/v1-3/images/GH0029679_2018-12.tif
GH0029689,,,v1.3.0,,,,-0.7135,10.7525,,0.119260204,GH,2018,3,train,3cl/v1-3/labels/GH0029689_2018-12.tif,3cl/v1-3/images/GH0029689_2018-12.tif
GH0029985,,,v1.3.0,3,1,,-2.0685,10.7475,,0.300243144,GH,2018,3,train,3cl/v1-3/labels/GH0029985_2018-12.tif,3cl/v1-3/images/GH0029985_2018-12.tif
GH0030234,,,v1.3.0,,,,-0.8235,10.7475,,0.149653221,GH,2018,3,train,3cl/v1-3/labels/GH0030234_2018-12.tif,3cl/v1-3/images/GH0030234_2018-12.tif
GH0030589,,,v1.3.0,,,,-1.8885,10.7425,,0.27989477,GH,2018,3,train,3cl/v1-3/labels/GH0030589_2018-12.tif,3cl/v1-3/images/GH0030589_2018-12.tif
GH0030792,,,v1.3.0,,,,-0.8735,10.7425,,0.296516263,GH,2018,3,train,3cl/v1-3/labels/GH0030792_2018-12.tif,3cl/v1-3/images/GH0030792_2018-12.tif
GH0031272,,,v1.3.0,3,1,,-1.3235,10.7375,,0.181521046,GH,2018,3,train,3cl/v1-3/labels/GH0031272_2018-12.tif,3cl/v1-3/images/GH0031272_2018-12.tif
GH0031370,,,v1.3.0,,,,-0.8335,10.7375,,0.037368463,GH,2018,3,train,3cl/v1-3/labels/GH0031370_2018-12.tif,3cl/v1-3/images/GH0031370_2018-12.tif
GH0031396,,,v1.3.0,,,,-0.7035,10.7375,,0.047712054,GH,2018,3,train,3cl/v1-3/labels/GH0031396_2018-12.tif,3cl/v1-3/images/GH0031396_2018-12.tif
GH0031710,,,v1.3.0,,,,-1.9885,10.7325,,0.186284279,GH,2018,3,train,3cl/v1-3/labels/GH0031710_2018-12.tif,3cl/v1-3/images/GH0031710_2018-12.tif
GH0031917,,,v1.3.0,3,1,,-0.9535,10.7325,,0.069714605,GH,2018,3,train,3cl/v1-3/labels/GH0031917_2018-12.tif,3cl/v1-3/images/GH0031917_2018-12.tif
GH0031947,,,v1.3.0,,,,-0.8035,10.7325,,0.093152105,GH,2018,3,train,3cl/v1-3/labels/GH0031947_2018-12.tif,3cl/v1-3/images/GH0031947_2018-12.tif
GH0032055,,,v1.3.0,,,,-0.2635,10.7325,,0.137057557,GH,2018,3,train,3cl/v1-3/labels/GH0032055_2018-12.tif,3cl/v1-3/images/GH0032055_2018-12.tif
GH0032067,,,v1.3.0,3,1,,-0.2035,10.7325,,0.137894611,GH,2018,3,train,3cl/v1-3/labels/GH0032067_2018-12.tif,3cl/v1-3/images/GH0032067_2018-12.tif
GH0032083,,,v1.3.0,,,,-0.1235,10.7325,,0.522500797,GH,2018,3,train,3cl/v1-3/labels/GH0032083_2018-12.tif,3cl/v1-3/images/GH0032083_2018-12.tif
GH0032418,,,v1.3.0,,,,-1.3085,10.7275,,0.176698023,GH,2018,3,train,3cl/v1-3/labels/GH0032418_2018-12.tif,3cl/v1-3/images/GH0032418_2018-12.tif
GH0032513,,,v1.3.0,,,,-0.8335,10.7275,,0.131058673,GH,2018,3,train,3cl/v1-3/labels/GH0032513_2018-12.tif,3cl/v1-3/images/GH0032513_2018-12.tif
GH0032526,,,v1.3.0,3,1,,-0.7685,10.7275,,0.296257175,GH,2018,3,train,3cl/v1-3/labels/GH0032526_2018-12.tif,3cl/v1-3/images/GH0032526_2018-12.tif
GH0033073,,,v1.3.0,,,,-0.8935,10.7225,,0.49613361,GH,2018,3,train,3cl/v1-3/labels/GH0033073_2018-12.tif,3cl/v1-3/images/GH0033073_2018-12.tif
GH0033689,,,v1.3.0,3,1,,-0.6735,10.7175,,0.267857143,GH,2018,3,train,3cl/v1-3/labels/GH0033689_2018-12.tif,3cl/v1-3/images/GH0033689_2018-12.tif
GH0034358,,,v1.3.0,,,,-0.1835,10.7125,,0.217893017,GH,2018,3,train,3cl/v1-3/labels/GH0034358_2018-12.tif,3cl/v1-3/images/GH0034358_2018-12.tif
GH0035153,,,v1.3.0,,,,-1.9185,10.7025,,0.221500319,GH,2018,3,train,3cl/v1-3/labels/GH0035153_2018-12.tif,3cl/v1-3/images/GH0035153_2018-12.tif
GH0035271,,,v1.3.0,,,,-1.3285,10.7025,,0.41928412,GH,2018,3,train,3cl/v1-3/labels/GH0035271_2018-12.tif,3cl/v1-3/images/GH0035271_2018-12.tif
GH0035587,,,v1.3.0,,,,-2.5985,10.6975,,0.115055006,GH,2018,3,train,3cl/v1-3/labels/GH0035587_2018-12.tif,3cl/v1-3/images/GH0035587_2018-12.tif
GH0036501,,,v1.3.0,3,1,,-0.8635,10.6925,,0.227379624,GH,2018,3,train,3cl/v1-3/labels/GH0036501_2018-12.tif,3cl/v1-3/images/GH0036501_2018-12.tif
GH0036696,,,v1.3.0,,,,-2.7235,10.6875,,0.067621971,GH,2018,3,train,3cl/v1-3/labels/GH0036696_2018-12.tif,3cl/v1-3/images/GH0036696_2018-12.tif
GH0036971,,,v1.3.0,,,,-1.3485,10.6875,,0.15493463,GH,2018,3,train,3cl/v1-3/labels/GH0036971_2018-12.tif,3cl/v1-3/images/GH0036971_2018-12.tif
GH0036988,,,v1.3.0,,,,-1.2635,10.6875,,0.179288903,GH,2018,3,train,3cl/v1-3/labels/GH0036988_2018-12.tif,3cl/v1-3/images/GH0036988_2018-12.tif
GH0037613,,,v1.3.0,3,1,,-0.9735,10.6825,,0.385104432,GH,2018,3,train,3cl/v1-3/labels/GH0037613_2018-12.tif,3cl/v1-3/images/GH0037613_2018-12.tif
GH0037974,,,v1.3.0,,,,-2.0085,10.6775,,0.067044005,GH,2018,3,train,3cl/v1-3/labels/GH0037974_2018-12.tif,3cl/v1-3/images/GH0037974_2018-12.tif
GH0038559,,,v1.3.0,3,1,,-1.9285,10.6725,,0.276307398,GH,2018,3,train,3cl/v1-3/labels/GH0038559_2018-12.tif,3cl/v1-3/images/GH0038559_2018-12.tif
GH0039646,,,v1.3.0,3,1,,-2.1885,10.6625,,0.197704082,GH,2018,3,train,3cl/v1-3/labels/GH0039646_2018-12.tif,3cl/v1-3/images/GH0039646_2018-12.tif
GH0039679,,,v1.3.0,,,,-2.0235,10.6625,,0.227638712,GH,2018,3,train,3cl/v1-3/labels/GH0039679_2018-12.tif,3cl/v1-3/images/GH0039679_2018-12.tif
GH0040659,,,v1.3.0,,,,-2.8485,10.6525,,0.03908243,GH,2018,3,train,3cl/v1-3/labels/GH0040659_2018-12.tif,3cl/v1-3/images/GH0040659_2018-12.tif
GH0041190,,,v1.3.0,3,1,,-0.1935,10.6525,,0.126155931,GH,2018,3,train,3cl/v1-3/labels/GH0041190_2018-12.tif,3cl/v1-3/images/GH0041190_2018-12.tif
GH0041268,,,v1.3.0,,,,-2.6735,10.6475,,0.072405134,GH,2018,3,train,3cl/v1-3/labels/GH0041268_2018-12.tif,3cl/v1-3/images/GH0041268_2018-12.tif
GH0041319,,,v1.3.0,3,1,,-2.4185,10.6475,,0.347018495,GH,2018,3,train,3cl/v1-3/labels/GH0041319_2018-12.tif,3cl/v1-3/images/GH0041319_2018-12.tif
GH0041415,,,v1.3.0,,,,-1.9385,10.6475,,0.04561942,GH,2018,3,train,3cl/v1-3/labels/GH0041415_2018-12.tif,3cl/v1-3/images/GH0041415_2018-12.tif
GH0041628,,,v1.3.0,,,,-0.8735,10.6475,,0.260303731,GH,2018,3,train,3cl/v1-3/labels/GH0041628_2018-12.tif,3cl/v1-3/images/GH0041628_2018-12.tif
